item_id,order_id,isbn,discount
107161-59-1666,107161-12751,989-28-3705-007-2,
107161-24-413,107161-12752,989-28-3705-007-2,
107161-18-7102,107161-12753,989-28-3705-138-3,
107161-66-5283,107161-12754,989-28-3705-987-7,
107161-84-9324,107161-12755,989-28-3705-007-2,
107161-98-2155,107161-12756,989-28-3705-138-3,
107161-76-5337,107161-12757,989-28-3705-987-7,
107161-82-1792,107161-12758,989-28-3705-649-4,
107161-79-4353,107161-12759,989-28-3705-007-2,
107161-96-9203,107161-12760,989-28-3705-987-7,
107161-51-6249,107161-12761,989-28-3705-054-6,
107161-81-509,107161-12762,989-28-3705-583-1,
107161-15-8261,107161-12763,989-28-3705-966-2,
107161-91-4278,107161-12764,989-28-79-30536-9,
107161-86-5403,107161-12765,989-28-79-11297-4,
107161-11-8629,107161-12766,989-28-79-82197-5,
107161-83-6934,107161-12767,989-28-79-32105-5,
107161-1-6771,107161-12768,989-28-79-11297-4,
107161-48-717,107161-12769,989-28-79-64693-6,
107161-80-7827,107161-12770,989-28-79-11297-4,
107161-88-3363,107161-12771,989-28-654-5018-9,
107161-11-564,107161-12772,989-28-79-82749-6,
107161-63-1110,107161-12773,989-28-79-13871-4,
107161-14-4748,107161-12774,989-28-79-69807-2,
107161-48-5384,107161-12775,989-28-79-05670-4,
107161-1-1344,107161-12776,989-28-79-82125-8,
107161-87-8827,107161-12777,989-28-79-82749-6,
107161-11-563,107161-12778,989-28-79-82749-6,
107161-87-8826,107161-12779,989-28-79-82749-6,
107161-1-1343,107161-12780,989-28-79-82125-8,
107161-63-1109,107161-12781,989-28-79-13871-4,
107161-54-1019,107161-12782,989-28-229-1404-4,
107161-25-4291,107161-12783,989-28-229-9769-6,
107161-56-1435,107161-12784,989-28-229-6632-6,
107161-71-6839,107161-12785,989-28-229-7592-2,
107161-17-4861,107161-12786,989-28-229-1404-4,
107161-38-2530,107161-12787,989-28-229-7592-2,
107161-15-92,107161-12788,989-28-229-6632-6,
107161-1-6181,107161-12789,989-28-229-6632-6,
107161-62-5915,107161-12790,989-28-229-9769-6,
107161-79-4061,107161-12791,989-28-79-74374-1,
107161-14-7072,107161-12792,989-28-79-13801-1,
107161-19-8424,107161-12793,989-28-79-23023-4,
107161-79-9680,107161-12794,989-28-79-13801-1,
107161-71-388,107161-12795,989-28-79-74374-1,
107161-87-8577,107161-12796,989-28-79-13801-1,
107161-93-180,107161-12797,989-28-79-13801-1,
107161-25-5629,107161-12798,989-28-79-13801-1,
107161-93-5524,107161-12799,989-28-79-23023-4,
107161-88-6472,107161-12800,989-28-79-13801-1,
107161-18-3282,107161-12801,989-28-79-13801-1,
107161-63-6420,107161-12802,989-28-79-71565-6,
107161-68-7773,107161-12803,989-28-79-13801-1,
107161-49-6006,107161-12804,989-28-79-13801-1,
107161-68-9099,107161-12805,989-28-79-23023-4,
107161-31-3566,107161-12806,989-28-79-23023-4,
107161-32-7559,107161-12807,989-28-79-13801-1,
107161-62-4469,107161-12808,989-28-79-74374-1,
107161-13-3831,107161-12809,989-28-3705-492-6,
107161-61-712,107161-12810,989-28-3705-222-9,
107161-95-4056,107161-12811,989-28-3705-222-9,
107161-51-6432,107161-12812,989-28-3705-222-9,
107161-51-3792,107161-12813,989-28-3705-492-6,
107161-17-9541,107161-12814,989-28-3705-492-6,
107161-87-8077,107161-12815,989-28-3705-222-9,
107161-58-6408,107161-12816,989-28-79-03683-6,
107161-43-25,107161-12817,989-28-79-68089-3,0.05
107161-46-1190,107161-12817,989-28-654-5018-9,
107161-52-8620,107161-12818,989-28-3705-007-2,
107161-95-9430,107161-12818,989-28-3705-222-9,
107161-15-2110,107161-12819,989-28-229-7592-2,
107161-92-1216,107161-12819,989-28-3705-966-2,
107161-22-7689,107161-12820,989-28-229-7592-2,
107161-28-7639,107161-12820,989-28-3705-222-9,
107161-14-4747,107161-12821,989-28-79-69807-2,
107161-84-5390,107161-12821,989-28-79-40897-8,
107161-19-1448,107161-12822,989-28-79-13801-1,
107161-97-5713,107161-12822,989-28-229-3157-7,
107161-42-3094,107161-12823,989-28-79-74374-1,0.13
107161-82-640,107161-12823,989-28-79-23023-4,0.13
107161-87-8030,107161-12823,989-28-79-13801-1,0.13
107161-33-3866,107161-12824,989-28-79-13801-1,
107161-44-4844,107161-12824,989-28-79-51397-9,
107161-1-5763,107161-12825,989-28-79-26824-4,
107161-43-5662,107161-12825,989-28-79-03683-6,
107161-92-8732,107161-12825,989-28-79-74374-1,
107161-9-9054,107161-12825,989-28-3705-492-6,
107162-1-8137,107161-12882,989-28-654-2620-7,0.15
107162-45-7370,107162-12826,989-28-3705-987-7,
107162-53-9068,107162-12827,989-28-3705-007-2,
107162-1-9115,107162-12828,989-28-3705-007-2,
107162-4-4358,107162-12829,989-28-3705-007-2,
107162-55-1220,107162-12830,989-28-3705-007-2,
107162-73-2989,107162-12831,989-28-3705-007-2,
107162-65-6138,107162-12832,989-28-3705-007-2,
107162-8-1096,107162-12833,989-28-3705-583-1,
107162-47-4456,107162-12834,989-28-3705-592-3,
107162-97-3896,107162-12835,989-28-3705-966-2,
107162-39-7229,107162-12836,989-28-3705-138-3,
107162-28-7808,107162-12837,989-28-3705-987-7,
107162-9-1083,107162-12838,989-28-3705-987-7,
107162-94-2201,107162-12839,989-28-3705-007-2,
107162-43-4118,107162-12840,989-28-3705-987-7,
107162-43-9825,107162-12841,989-28-3705-007-2,
107162-59-6978,107162-12842,989-28-3705-007-2,
107162-12-6854,107162-12843,989-28-3705-775-0,
107162-60-2917,107162-12844,989-28-3705-007-2,
107162-70-3279,107162-12845,989-28-79-27078-0,
107162-7-9015,107162-12846,989-28-79-45675-7,
107162-81-1285,107162-12847,989-28-79-61125-5,
107162-76-6783,107162-12848,989-28-79-32105-5,
107162-28-2811,107162-12849,989-28-79-18127-7,
107162-45-8342,107162-12850,989-28-79-30536-9,
107162-71-2117,107162-12851,989-28-79-21991-8,
107162-58-240,107162-12852,989-28-79-30536-9,
107162-84-873,107162-12853,989-28-79-70597-8,
107162-95-5604,107162-12854,989-28-79-45675-7,
107162-94-5655,107162-12855,989-28-79-52883-6,
107162-39-632,107162-12856,989-28-79-82197-5,
107162-43-938,107162-12857,989-28-654-3899-6,
107162-97-735,107162-12858,989-28-79-05670-4,
107162-27-2997,107162-12859,989-28-79-82125-8,
107162-50-6034,107162-12860,989-28-79-13871-4,
107162-57-5557,107162-12861,989-28-79-05670-4,
107162-98-5646,107162-12862,989-28-79-69807-2,
107162-92-1756,107162-12863,989-28-79-69807-2,
107162-63-6824,107162-12864,989-28-79-05670-4,
107162-9-3834,107162-12865,989-28-79-82125-8,
107162-28-2513,107162-12866,989-28-79-13871-4,
107162-28-2512,107162-12867,989-28-79-13871-4,
107162-2-9587,107162-12868,989-28-79-69807-2,
107162-78-7798,107162-12869,989-28-79-13871-4,
107162-85-8822,107162-12870,989-28-79-69807-2,
107162-85-8821,107162-12871,989-28-79-69807-2,
107162-57-8138,107162-12872,989-28-79-13871-4,
107162-36-3568,107162-12873,989-28-79-69807-2,
107162-36-3567,107162-12874,989-28-79-69807-2,
107162-98-5645,107162-12875,989-28-79-69807-2,
107162-50-6033,107162-12876,989-28-79-13871-4,
107162-43-9543,107162-12877,989-28-79-82125-8,
107162-78-7797,107162-12878,989-28-79-13871-4,
107162-79-9020,107162-12879,989-28-654-0047-4,
107162-1-4373,107162-12880,989-28-654-2620-7,0.15
107162-4-2636,107162-12881,989-28-654-6033-1,
107162-1-8939,107162-12883,989-28-654-2620-7,0.15
107162-88-7802,107162-12884,989-28-229-9769-6,
107162-50-4942,107162-12885,989-28-229-6632-6,
107162-65-4362,107162-12886,989-28-229-7592-2,
107162-95-435,107162-12887,989-28-229-9769-6,
107162-59-301,107162-12888,989-28-229-1404-4,
107162-62-7688,107162-12889,989-28-229-9769-6,
107162-66-8,107162-12890,989-28-229-7592-2,
107162-91-815,107162-12891,989-28-229-7592-2,
107162-62-5657,107162-12892,989-28-229-7592-2,
107162-48-3189,107162-12893,989-28-229-7592-2,
107162-6-9089,107162-12894,989-28-229-0197-6,0.1
107162-22-8143,107162-12895,989-28-229-9769-6,
107162-83-1128,107162-12896,989-28-229-1404-4,
107162-50-1154,107162-12897,989-28-229-9769-6,
107162-56-3739,107162-12898,989-28-229-5891-8,
107162-77-3894,107162-12899,989-28-79-91028-0,
107162-31-7141,107162-12900,989-28-79-74374-1,
107162-77-6069,107162-12901,989-28-79-13801-1,
107162-23-7493,107162-12902,989-28-79-55824-6,
107162-31-4688,107162-12903,989-28-79-71565-6,
107162-26-6413,107162-12904,989-28-79-74374-1,
107162-31-5202,107162-12905,989-28-79-74374-1,
107162-50-3262,107162-12906,989-28-79-71565-6,
107162-23-4455,107162-12907,989-28-79-13801-1,
107162-68-5216,107162-12908,989-28-79-13801-1,
107162-53-3775,107162-12909,989-28-79-13801-1,
107162-75-5895,107162-12910,989-28-79-55752-2,
107162-33-427,107162-12911,989-28-79-23023-4,
107162-64-585,107162-12912,989-28-79-26824-4,
107162-84-3965,107162-12913,989-28-79-91028-0,
107162-3-5026,107162-12914,989-28-79-74374-1,
107162-89-7066,107162-12915,989-28-79-91028-0,
107162-35-9135,107162-12916,989-28-79-74374-1,
107162-36-3187,107162-12917,989-28-79-68089-3,0.05
107162-93-3042,107162-12918,989-28-79-23023-4,
107162-76-5013,107162-12919,989-28-79-40897-8,
107162-92-5620,107162-12920,989-28-79-91028-0,
107162-49-3823,107162-12921,989-28-79-23023-4,
107162-6-1501,107162-12922,989-28-79-40897-8,
107162-28-2617,107162-12923,989-28-79-13801-1,
107162-56-6230,107162-12924,989-28-79-91028-0,
107162-76-3561,107162-12925,989-28-79-40897-8,
107162-19-31,107162-12926,989-28-79-23023-4,
107162-6-2362,107162-12927,989-28-79-68089-3,0.05
107162-84-8298,107162-12928,989-28-79-74374-1,
107162-86-7957,107162-12929,989-28-79-23023-4,
107162-20-5816,107162-12930,989-28-79-74374-1,
107162-48-467,107162-12931,989-28-79-68089-3,0.05
107162-43-8530,107162-12932,989-28-79-13801-1,
107162-72-8705,107162-12933,989-28-79-74374-1,
107162-73-2726,107162-12934,989-28-79-40897-8,
107162-99-2402,107162-12935,989-28-79-23023-4,
107162-52-4266,107162-12936,989-28-79-71565-6,
107162-58-6689,107162-12937,989-28-79-23023-4,
107162-76-114,107162-12938,989-28-79-23023-4,
107162-58-2826,107162-12939,989-28-79-43574-5,
107162-51-8007,107162-12940,989-28-3705-222-9,
107162-11-8484,107162-12941,989-28-3705-492-6,
107162-6-7995,107162-12942,989-28-3705-222-9,
107162-29-8413,107162-12943,989-28-3705-492-6,
107162-87-5594,107162-12944,989-28-3705-492-6,
107162-57-1454,107162-12945,989-28-79-03683-6,
107162-58-6174,107162-12946,989-28-3705-007-2,
107162-5-4459,107162-12947,989-28-3705-007-2,
107162-59-8140,107162-12947,989-28-79-13801-1,
107162-90-1334,107162-12947,989-28-3705-987-7,
107162-92-3890,107162-12947,989-28-3705-492-6,
107162-13-3936,107162-12948,989-28-79-40897-8,
107162-51-3149,107162-12948,989-28-79-71565-6,
107162-46-4007,107162-12949,989-28-79-68089-3,0.05
107162-61-3698,107162-12949,989-28-79-13801-1,
107162-55-4701,107162-12950,989-28-79-40897-8,
107162-57-8137,107162-12950,989-28-79-13871-4,
107162-27-2996,107162-12951,989-28-79-82125-8,
107162-76-3545,107162-12951,989-28-79-21991-8,
107162-16-8746,107162-12952,989-28-229-1404-4,
107162-3-8587,107162-12952,989-28-79-23023-4,
107162-25-8693,107162-12953,989-28-79-68089-3,0.05
107162-37-8115,107162-12953,989-28-229-6632-6,
107162-43-9542,107162-12953,989-28-79-82125-8,
107162-43-959,107162-12954,989-28-654-8573-0,
107162-92-1755,107162-12954,989-28-79-69807-2,
107162-10-5883,107162-12955,989-28-79-23023-4,
107162-38-117,107162-12955,989-28-79-74374-1,
107162-40-6695,107162-12956,989-28-229-1404-4,
107162-70-4807,107162-12956,989-28-79-91028-0,
107162-72-2829,107162-12956,989-28-79-23023-4,
107162-2-9586,107162-12957,989-28-79-69807-2,
107162-43-3153,107162-12957,989-28-79-05670-4,
107162-9-3833,107162-12957,989-28-79-82125-8,
107162-30-3860,107162-12958,989-28-3705-775-0,
107162-45-2737,107162-12958,989-28-3705-987-7,
107162-63-4598,107162-12958,989-28-79-74374-1,
107162-66-4994,107162-12959,989-28-79-91028-0,
107162-88-6475,107162-12959,989-28-3705-966-2,
107162-17-4828,107162-12960,989-28-79-30536-9,
107162-4-7672,107162-12960,989-28-3705-007-2,
107162-47-9885,107162-12960,989-28-79-32105-5,
107162-91-4585,107162-12960,989-28-3705-222-9,
107163-1-8593,107162-13025,989-28-654-2620-7,0.15
107163-20-7059,107163-12961,989-28-3705-007-2,
107163-80-5769,107163-12962,989-28-3705-007-2,
107163-40-872,107163-12963,989-28-3705-138-3,
107163-40-2619,107163-12964,989-28-3705-007-2,
107163-79-9975,107163-12965,989-28-3705-583-1,
107163-94-9539,107163-12966,989-28-3705-583-1,
107163-26-9625,107163-12967,989-28-3705-649-4,
107163-87-763,107163-12968,989-28-3705-649-4,
107163-71-5141,107163-12969,989-28-3705-987-7,
107163-7-2200,107163-12970,989-28-3705-007-2,
107163-72-2389,107163-12971,989-28-3705-007-2,
107163-4-4670,107163-12972,989-28-3705-007-2,
107163-19-5321,107163-12973,989-28-3705-054-6,
107163-10-3997,107163-12974,989-28-3705-007-2,
107163-89-5384,107163-12975,989-28-3705-007-2,
107163-66-7877,107163-12976,989-28-3705-987-7,
107163-26-7463,107163-12977,989-28-3705-987-7,
107163-65-7607,107163-12978,989-28-3705-987-7,
107163-57-368,107163-12979,989-28-3705-007-2,
107163-73-2946,107163-12980,989-28-3705-138-3,
107163-35-9792,107163-12981,989-28-3705-007-2,
107163-37-8535,107163-12982,989-28-3705-007-2,
107163-93-3166,107163-12983,989-28-3705-987-7,
107163-97-6959,107163-12984,989-28-79-01991-4,
107163-74-900,107163-12985,989-28-79-16826-1,
107163-77-3778,107163-12986,989-28-79-82197-5,
107163-75-2427,107163-12987,989-28-79-45675-7,
107163-7-9886,107163-12988,989-28-79-30536-9,
107163-22-2516,107163-12989,989-28-79-01991-4,
107163-78-3378,107163-12990,989-28-79-70597-8,
107163-28-5437,107163-12991,989-28-79-45675-7,
107163-61-1544,107163-12992,989-28-79-01991-4,
107163-48-6113,107163-12993,989-28-79-32105-5,
107163-15-1866,107163-12994,989-28-79-30536-9,
107163-11-6752,107163-12995,989-28-79-45675-7,
107163-73-1511,107163-12996,989-28-79-45675-7,
107163-29-4687,107163-12997,989-28-79-04510-4,
107163-38-9237,107163-12998,989-28-79-67891-3,
107163-77-5143,107163-12999,989-28-79-01991-4,
107163-5-314,107163-13000,989-28-79-01991-4,
107163-3-4864,107163-13001,989-28-79-82197-5,
107163-93-3248,107163-13002,989-28-79-86624-2,
107163-39-6586,107163-13003,989-28-79-18127-7,
107163-87-8975,107163-13004,989-28-79-69807-2,
107163-13-5724,107163-13005,989-28-79-69807-2,
107163-71-8518,107163-13006,989-28-79-13871-4,
107163-71-8517,107163-13007,989-28-79-13871-4,
107163-94-2907,107163-13008,989-28-79-82125-8,
107163-96-8875,107163-13009,989-28-79-82749-6,
107163-3-9117,107163-13010,989-28-79-13871-4,
107163-4-7809,107163-13011,989-28-79-05670-4,
107163-75-4783,107163-13012,989-28-79-69807-2,
107163-74-3388,107163-13013,989-28-79-13871-4,
107163-84-3611,107163-13014,989-28-79-82749-6,
107163-84-3610,107163-13015,989-28-79-82749-6,
107163-94-2906,107163-13016,989-28-79-82125-8,
107163-96-8874,107163-13017,989-28-79-82749-6,
107163-3-9116,107163-13018,989-28-79-13871-4,
107163-78-7784,107163-13019,989-28-79-13871-4,
107163-41-6222,107163-13020,989-28-79-05670-4,
107163-45-5969,107163-13021,989-28-79-82125-8,
107163-45-5968,107163-13022,989-28-79-82125-8,
107163-74-3387,107163-13023,989-28-79-13871-4,
107163-67-9861,107163-13024,989-28-654-6033-1,
107163-70-5263,107163-13026,989-28-654-6033-1,
107163-30-2732,107163-13027,989-28-229-1404-4,
107163-86-8971,107163-13028,989-28-229-9769-6,
107163-13-3963,107163-13029,989-28-229-5891-8,
107163-49-538,107163-13030,989-28-229-1404-4,
107163-31-1039,107163-13031,989-28-229-6632-6,
107163-44-8002,107163-13032,989-28-229-3157-7,
107163-19-4325,107163-13033,989-28-229-6632-6,
107163-17-7550,107163-13034,989-28-229-1404-4,
107163-72-5919,107163-13035,989-28-229-7592-2,
107163-79-847,107163-13036,989-28-229-0197-6,0.1
107163-91-2009,107163-13037,989-28-229-1404-4,
107163-97-2838,107163-13038,989-28-229-1404-4,
107163-4-4433,107163-13039,989-28-229-1404-4,
107163-61-5409,107163-13040,989-28-229-9769-6,
107163-75-8467,107163-13041,989-28-229-6632-6,
107163-10-730,107163-13042,989-28-229-5891-8,
107163-41-4801,107163-13043,989-28-229-7592-2,
107163-2-7137,107163-13044,989-28-229-7592-2,
107163-37-8531,107163-13045,989-28-79-23023-4,
107163-54-3117,107163-13047,989-28-79-13801-1,
107163-43-5230,107163-13048,989-28-79-74374-1,
107163-56-8335,107163-13049,989-28-79-71565-6,
107163-57-6851,107163-13050,989-28-79-74374-1,
107163-19-3364,107163-13051,989-28-79-74374-1,
107163-72-2204,107163-13052,989-28-79-74374-1,
107163-76-6208,107163-13053,989-28-79-23023-4,
107163-34-1625,107163-13054,989-28-79-23023-4,
107163-95-7972,107163-13055,989-28-79-74374-1,
107163-32-7293,107163-13056,989-28-79-13801-1,
107163-95-1093,107163-13057,989-28-79-68089-3,0.05
107163-6-2492,107163-13058,989-28-79-68089-3,0.05
107163-18-2481,107163-13059,989-28-79-26824-4,
107163-60-7834,107163-13060,989-28-79-74374-1,
107163-77-7446,107163-13061,989-28-79-23023-4,
107163-8-7780,107163-13062,989-28-79-68089-3,0.05
107163-46-3037,107163-13063,989-28-79-13801-1,
107163-48-9124,107163-13064,989-28-79-13801-1,
107163-70-7925,107163-13065,989-28-79-13801-1,
107163-93-7853,107163-13066,989-28-79-71565-6,
107163-26-5970,107163-13067,989-28-79-13801-1,
107163-61-407,107163-13068,989-28-79-91028-0,
107163-72-4917,107163-13069,989-28-79-74374-1,
107163-99-5914,107163-13070,989-28-79-55824-6,
107163-46-1510,107163-13071,989-28-79-26824-4,
107163-68-2607,107163-13072,989-28-79-13801-1,
107163-69-5683,107163-13073,989-28-79-74374-1,
107163-8-295,107163-13074,989-28-79-26824-4,
107163-27-2061,107163-13075,989-28-79-74374-1,
107163-97-8743,107163-13076,989-28-79-23023-4,
107163-58-9963,107163-13077,989-28-79-91028-0,
107163-86-3359,107163-13078,989-28-79-74374-1,
107163-1-1828,107163-13079,989-28-79-13801-1,
107163-58-7675,107163-13080,989-28-79-40897-8,
107163-26-3810,107163-13081,989-28-79-40897-8,
107163-26-2849,107163-13082,989-28-79-74374-1,
107163-63-4727,107163-13083,989-28-79-23023-4,
107163-83-5628,107163-13084,989-28-79-23023-4,
107163-62-5600,107163-13085,989-28-79-13801-1,
107163-23-2264,107163-13086,989-28-79-74374-1,
107163-31-15,107163-13087,989-28-79-23023-4,
107163-55-3124,107163-13088,989-28-79-13801-1,
107163-74-2982,107163-13089,989-28-79-40897-8,
107163-99-5835,107163-13090,989-28-79-74374-1,
107163-67-9640,107163-13091,989-28-79-74374-1,
107163-74-7106,107163-13092,989-28-79-91028-0,
107163-44-9063,107163-13093,989-28-79-74374-1,
107163-44-5025,107163-13094,989-28-79-13801-1,
107163-51-734,107163-13095,989-28-79-13801-1,
107163-71-2541,107163-13096,989-28-79-71565-6,
107163-88-5826,107163-13097,989-28-79-13801-1,
107163-55-6261,107163-13098,989-28-79-23023-4,
107163-24-3122,107163-13099,989-28-79-13801-1,
107163-80-1953,107163-13100,989-28-79-13801-1,
107163-49-7627,107163-13101,989-28-79-74374-1,
107163-91-7731,107163-13102,989-28-79-44730-4,
107163-99-4520,107163-13103,989-28-79-74374-1,
107163-53-6948,107163-13104,989-28-79-91028-0,
107163-77-2230,107163-13105,989-28-79-13801-1,
107163-36-431,107163-13106,989-28-79-23023-4,
107163-2-4996,107163-13107,989-28-79-74374-1,
107163-17-4959,107163-13108,989-28-79-74374-1,
107163-41-1618,107163-13109,989-28-79-26824-4,
107163-17-811,107163-13110,989-28-79-91028-0,
107163-81-637,107163-13111,989-28-79-74374-1,
107163-41-6188,107163-13112,989-28-79-55752-2,
107163-51-6600,107163-13113,989-28-79-13801-1,
107163-4-2160,107163-13114,989-28-79-13801-1,
107163-34-5580,107163-13115,989-28-79-13801-1,
107163-59-5153,107163-13116,989-28-79-40897-8,
107163-88-8925,107163-13117,989-28-79-55824-6,
107163-24-8269,107163-13118,989-28-79-40897-8,
107163-21-1482,107163-13119,989-28-79-68089-3,0.05
107163-82-1717,107163-13120,989-28-79-71565-6,
107163-70-9225,107163-13121,989-28-79-40897-8,
107163-3-6877,107163-13122,989-28-79-23015-9,
107163-4-773,107163-13123,989-28-3705-222-9,
107163-11-4252,107163-13124,989-28-3705-607-4,
107163-21-5473,107163-13125,989-28-3705-492-6,
107163-15-4936,107163-13126,989-28-3705-492-6,
107163-9-1259,107163-13127,989-28-3705-492-6,
107163-12-4764,107163-13128,989-28-3705-492-6,
107163-69-5379,107163-13129,989-28-3705-492-6,
107163-66-8907,107163-13130,989-28-3705-222-9,
107163-74-8283,107163-13131,989-28-3705-222-9,
107163-75-7517,107163-13132,989-28-3705-492-6,
107163-31-2469,107163-13133,989-28-3705-222-9,
107163-3-2728,107163-13134,989-28-3705-222-9,
107163-91-9077,107163-13135,989-28-3705-222-9,
107163-58-7260,107163-13136,989-28-3705-222-9,
107163-78-731,107163-13137,989-28-3705-492-6,
107163-5-2193,107163-13138,989-28-3705-222-9,
107163-11-630,107163-13139,989-28-79-03683-6,
107163-87-5236,107163-13140,989-28-3705-492-6,
